,NEWSUID,SCID,PROP,CLAF,PRID,Drain,DrainNum,Layer,TopDep,BotDep,CFRAG,CFRAG_std,SDTO,SDTO_std,STPC,STPC_std,CLPC,CLPC_std,PSCL,BULK,BULK_std,TAWC,TAWC_std,ORGC,ORGC_std,TOTN,TOTN_std,CNrt,CNrt_std,CECS,CECS_std,CECc,CECc_std,ECEC,ECEC_std,TEB,TEB_std,BSAT,BSAT_std,ALSA,ALSA_std,ESP,ESP_std,PHAQ,PHAQ_std,TCEQ,TCEQ_std,GYPS,GYPS_std,ELCO,ELCO_std,clay,STPCw,SDTOw,clayw,ORGCw,theta1500t,theta1500,SMW,theta33t,theta33,SMFCF,SAR,log10-k,K0,SOPE,KSUB,center,code_soil
182107,WD40004629,2,30,"""LVa""","""LVa/D""","""M""",4,"""D1""",0,20,10,1.00E+01,40,2.00E+01,45,1.60E+01,15,9.00E+00,"""M""",1.36E+00,1.80E-01,16,8.00E+00,19.2099991,1.08E+01,1.45E+00,7.20E-01,1.30E+01,4.00E+00,16,8.00E+00,55,2.30E+01,1.30E+01,8.00E+00,1.30E+01,8.00E+00,79,1.80E+01,3,3.00E+00,1,0.00E+00,6.00E+00,6.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,6.00E-01,15,0.45,0.4,0.15,0.019209999,0.09864622,0.092456691,0.092456691,0.255149613,0.228248658,0.228248658,1.539051532,0.10900404,1.285298618,111.98352,75.334368,"[-65.13750045945, 48.25416624970311]",4629
53099,WD40004630,1,60,"""CMd""","""CMd/D""","""W""",5,"""D1""",0,20,14,1.00E+01,43,1.80E+01,46,1.60E+01,11,7.00E+00,"""M""",1.18E+00,1.80E-01,20,6.00E+00,47.0800018,3.53E+01,3.07E+00,1.89E+00,1.60E+01,4.00E+00,18,8.00E+00,54,3.00E+01,9.00E+00,4.00E+00,6.00E+00,4.00E+00,34,2.30E+01,33,2.90E+01,1,1.00E+00,5.10E+00,6.00E-01,0.00E+00,0.00E+00,1.60E+01,1.80E+01,1,7.00E-01,11,0.46,0.43,0.11,0.047080002,0.077782778,0.068672366,0.068672366,0.234399119,0.202225649,0.202225649,1.539051532,0.289087223,1.945750824,119.408448,80.32931956,"[-115.28750025885, 48.83749958070311]",4630
177721,WD40004630,3,20,"""LPq""","""LPq/D""","""E""",7,"""D1""",0,20,20,7.00E+00,53,3.10E+01,31,1.90E+01,16,1.30E+01,"""M""",1.37E+00,2.20E-01,17,5.00E+00,27.1399994,2.15E+01,1.50E+00,1.40E+00,1.20E+01,4.00E+00,17,9.00E+00,35,2.00E+01,2.70E+01,1.20E+01,1.00E+01,9.00E+00,64,4.00E+01,0,0.00E+00,3,2.00E+00,6.70E+00,1.30E+00,0.00E+00,0.00E+00,3.00E+00,6.00E+00,1,1.00E+00,16,0.31,0.53,0.16,0.027139999,0.10214471,0.096444969,0.096444969,0.2357672,0.203907327,0.203907327,2.968652804,0.063873839,1.158440784,139.464288,93.82143011,"[-115.28750025885, 48.83749958070311]",4630
260104,WD40004630,2,20,"""RGd""","""RGd/D""","""S""",6,"""D1""",0,20,17,1.20E+01,57,2.00E+01,31,1.30E+01,12,1.10E+01,"""M""",1.49E+00,2.40E-01,18,8.00E+00,13.9899998,1.17E+01,9.40E-01,4.20E-01,1.10E+01,5.00E+00,11,7.00E+00,41,2.20E+01,5.00E+00,4.00E+00,5.00E+00,3.00E+00,43,3.00E+01,13,1.50E+01,1,0.00E+00,5.00E+00,8.00E-01,0.00E+00,0.00E+00,2.90E+01,3.40E+01,1,7.00E-01,12,0.31,0.57,0.12,0.01399,0.080513187,0.071785033,0.071785033,0.210403208,0.17351019,0.17351019,1.539051532,0.268523209,1.855765979,149.022816,100.2517126,"[-115.28750025885, 48.83749958070311]",4630
53101,WD40004631,1,70,"""CMd""","""CMd/D""","""W""",5,"""D1""",0,20,14,1.00E+01,43,1.80E+01,46,1.60E+01,11,7.00E+00,"""M""",1.18E+00,1.80E-01,20,6.00E+00,47.0800018,3.53E+01,3.07E+00,1.89E+00,1.60E+01,4.00E+00,18,8.00E+00,54,3.00E+01,9.00E+00,4.00E+00,6.00E+00,4.00E+00,34,2.30E+01,33,2.90E+01,1,1.00E+00,5.10E+00,6.00E-01,0.00E+00,0.00E+00,1.60E+01,1.80E+01,1,7.00E-01,11,0.46,0.43,0.11,0.047080002,0.077782778,0.068672366,0.068672366,0.234399119,0.202225649,0.202225649,1.539051532,0.289087223,1.945750824,119.408448,80.32931956,"[-117.51250024995001, 49.004166246703114]",4631
90908,WD40004631,2,30,"""FLe""","""FLe/D""","""M""",4,"""D1""",0,20,3,2.00E+00,35,2.30E+01,46,1.70E+01,19,1.20E+01,"""M""",1.41E+00,1.90E-01,14,6.00E+00,15.1999998,7.73E+00,1.60E+00,7.00E-01,1.00E+01,2.00E+00,17,8.00E+00,68,2.40E+01,2.10E+01,1.20E+01,1.90E+01,1.20E+01,91,1.20E+01,0,0.00E+00,2,1.00E+00,7.00E+00,8.00E-01,1.90E+01,1.70E+01,6.00E+00,7.00E+00,2,1.70E+00,19,0.46,0.35,0.19,0.0152,0.119732256,0.116494772,0.116494772,0.278379144,0.258691362,0.258691362,2.246558284,-0.082179693,0.827599666,100.291392,67.46875462,"[-117.51250024995001, 49.004166246703114]",4631
53104,WD40004632,1,70,"""CMd""","""CMd/D""","""W""",5,"""D1""",0,20,14,1.00E+01,43,1.80E+01,46,1.60E+01,11,7.00E+00,"""M""",1.18E+00,1.80E-01,20,6.00E+00,47.0800018,3.53E+01,3.07E+00,1.89E+00,1.60E+01,4.00E+00,18,8.00E+00,54,3.00E+01,9.00E+00,4.00E+00,6.00E+00,4.00E+00,34,2.30E+01,33,2.90E+01,1,1.00E+00,5.10E+00,6.00E-01,0.00E+00,0.00E+00,1.60E+01,1.80E+01,1,7.00E-01,11,0.46,0.43,0.11,0.047080002,0.077782778,0.068672366,0.068672366,0.234399119,0.202225649,0.202225649,1.539051532,0.289087223,1.945750824,119.408448,80.32931956,"[-62.06250047174999, 49.095832913003115]",4632
126587,WD40004632,2,30,"""HS""","""HS/D""","""V""",1,"""D1""",0,20,16,1.10E+01,36,3.20E+01,41,2.40E+01,23,1.70E+01,"""M""",1.90E-01,1.20E-01,43,1.40E+01,466.51001,5.18E+01,1.99E+01,9.07E+00,2.10E+01,9.00E+00,101,3.50E+01,57,3.90E+01,6.40E+01,4.90E+01,6.30E+01,5.10E+01,58,3.40E+01,3,3.00E+00,1,1.00E+00,5.10E+00,9.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,1.40E+00,23,0.41,0.36,0.23,0.46651001,0.142244313,0.142158517,0.142158517,0.294157845,0.280159309,0.280159309,1.539051532,-0.266927798,0.540844232,101.400864,68.21512669,"[-62.06250047174999, 49.095832913003115]",4632
53082,WD40004634,1,70,"""CMd""","""CMd/D""","""W""",5,"""D1""",0,20,14,1.00E+01,43,1.80E+01,46,1.60E+01,11,7.00E+00,"""M""",1.18E+00,1.80E-01,20,6.00E+00,47.0800018,3.53E+01,3.07E+00,1.89E+00,1.60E+01,4.00E+00,18,8.00E+00,54,3.00E+01,9.00E+00,4.00E+00,6.00E+00,4.00E+00,34,2.30E+01,33,2.90E+01,1,1.00E+00,5.10E+00,6.00E-01,0.00E+00,0.00E+00,1.60E+01,1.80E+01,1,7.00E-01,11,0.46,0.43,0.11,0.047080002,0.077782778,0.068672366,0.068672366,0.234399119,0.202225649,0.202225649,1.539051532,0.289087223,1.945750824,119.408448,80.32931956,"[-81.85416705925, 46.38749959050311]",4634
177680,WD40004634,2,30,"""LPq""","""LPq/D""","""E""",7,"""D1""",0,20,20,7.00E+00,53,3.10E+01,31,1.90E+01,16,1.30E+01,"""M""",1.37E+00,2.20E-01,17,5.00E+00,27.1399994,2.15E+01,1.50E+00,1.40E+00,1.20E+01,4.00E+00,17,9.00E+00,35,2.00E+01,2.70E+01,1.20E+01,1.00E+01,9.00E+00,64,4.00E+01,0,0.00E+00,3,2.00E+00,6.70E+00,1.30E+00,0.00E+00,0.00E+00,3.00E+00,6.00E+00,1,1.00E+00,16,0.31,0.53,0.16,0.027139999,0.10214471,0.096444969,0.096444969,0.2357672,0.203907327,0.203907327,2.968652804,0.063873839,1.158440784,139.464288,93.82143011,"[-81.85416705925, 46.38749959050311]",4634
53085,WD40004636,1,70,"""CMd""","""CMd/D""","""W""",5,"""D1""",0,20,14,1.00E+01,43,1.80E+01,46,1.60E+01,11,7.00E+00,"""M""",1.18E+00,1.80E-01,20,6.00E+00,47.0800018,3.53E+01,3.07E+00,1.89E+00,1.60E+01,4.00E+00,18,8.00E+00,54,3.00E+01,9.00E+00,4.00E+00,6.00E+00,4.00E+00,34,2.30E+01,33,2.90E+01,1,1.00E+00,5.10E+00,6.00E-01,0.00E+00,0.00E+00,1.60E+01,1.80E+01,1,7.00E-01,11,0.46,0.43,0.11,0.047080002,0.077782778,0.068672366,0.068672366,0.234399119,0.202225649,0.202225649,1.539051532,0.289087223,1.945750824,119.408448,80.32931956,"[-75.30000041880001, 43.17916627000311]",4636
103161,WD40004636,2,30,"""GL""","""GL/D""","""V""",1,"""D1""",0,20,5,5.00E+00,36,2.50E+01,42,1.80E+01,22,1.70E+01,"""M""",1.07E+00,3.30E-01,22,6.00E+00,49.8499985,4.03E+01,5.42E+00,3.89E+00,1.30E+01,4.00E+00,30,1.90E+01,46,3.00E+01,2.50E+01,1.70E+01,2.20E+01,1.80E+01,71,2.70E+01,0,0.00E+00,1,1.00E+00,6.10E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,7.00E-01,22,0.42,0.36,0.22,0.049849999,0.135131859,0.134050319,0.134050319,0.287698317,0.271293469,0.271293469,1.539051532,-0.205669659,0.622773811,101.656896,68.3873664,"[-75.30000041880001, 43.17916627000311]",4636
53093,WD40004637,1,70,"""CMd""","""CMd/D""","""W""",5,"""D1""",0,20,14,1.00E+01,43,1.80E+01,46,1.60E+01,11,7.00E+00,"""M""",1.18E+00,1.80E-01,20,6.00E+00,47.0800018,3.53E+01,3.07E+00,1.89E+00,1.60E+01,4.00E+00,18,8.00E+00,54,3.00E+01,9.00E+00,4.00E+00,6.00E+00,4.00E+00,34,2.30E+01,33,2.90E+01,1,1.00E+00,5.10E+00,6.00E-01,0.00E+00,0.00E+00,1.60E+01,1.80E+01,1,7.00E-01,11,0.46,0.43,0.11,0.047080002,0.077782778,0.068672366,0.068672366,0.234399119,0.202225649,0.202225649,1.539051532,0.289087223,1.945750824,119.408448,80.32931956,"[-76.22083374845, 42.120832940903114]",4637
103134,WD40004637,2,30,"""GL""","""GL/D""","""V""",1,"""D1""",0,20,5,5.00E+00,36,2.50E+01,42,1.80E+01,22,1.70E+01,"""M""",1.07E+00,3.30E-01,22,6.00E+00,49.8499985,4.03E+01,5.42E+00,3.89E+00,1.30E+01,4.00E+00,30,1.90E+01,46,3.00E+01,2.50E+01,1.70E+01,2.20E+01,1.80E+01,71,2.70E+01,0,0.00E+00,1,1.00E+00,6.10E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,7.00E-01,22,0.42,0.36,0.22,0.049849999,0.135131859,0.134050319,0.134050319,0.287698317,0.271293469,0.271293469,1.539051532,-0.205669659,0.622773811,101.656896,68.3873664,"[-76.22083374845, 42.120832940903114]",4637
53154,WD40004638,1,70,"""CMd""","""CMd/D""","""W""",5,"""D1""",0,20,14,1.00E+01,43,1.80E+01,46,1.60E+01,11,7.00E+00,"""M""",1.18E+00,1.80E-01,20,6.00E+00,47.0800018,3.53E+01,3.07E+00,1.89E+00,1.60E+01,4.00E+00,18,8.00E+00,54,3.00E+01,9.00E+00,4.00E+00,6.00E+00,4.00E+00,34,2.30E+01,33,2.90E+01,1,1.00E+00,5.10E+00,6.00E-01,0.00E+00,0.00E+00,1.60E+01,1.80E+01,1,7.00E-01,11,0.46,0.43,0.11,0.047080002,0.077782778,0.068672366,0.068672366,0.234399119,0.202225649,0.202225649,1.539051532,0.289087223,1.945750824,119.408448,80.32931956,"[-74.15416709005, 40.895832945803114]",4638
103136,WD40004638,2,30,"""GL""","""GL/D""","""V""",1,"""D1""",0,20,5,5.00E+00,36,2.50E+01,42,1.80E+01,22,1.70E+01,"""M""",1.07E+00,3.30E-01,22,6.00E+00,49.8499985,4.03E+01,5.42E+00,3.89E+00,1.30E+01,4.00E+00,30,1.90E+01,46,3.00E+01,2.50E+01,1.70E+01,2.20E+01,1.80E+01,71,2.70E+01,0,0.00E+00,1,1.00E+00,6.10E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,7.00E-01,22,0.42,0.36,0.22,0.049849999,0.135131859,0.134050319,0.134050319,0.287698317,0.271293469,0.271293469,1.539051532,-0.205669659,0.622773811,101.656896,68.3873664,"[-74.15416709005, 40.895832945803114]",4638
53108,WD40004639,1,70,"""CMd""","""CMd/D""","""W""",5,"""D1""",0,20,14,1.00E+01,43,1.80E+01,46,1.60E+01,11,7.00E+00,"""M""",1.18E+00,1.80E-01,20,6.00E+00,47.0800018,3.53E+01,3.07E+00,1.89E+00,1.60E+01,4.00E+00,18,8.00E+00,54,3.00E+01,9.00E+00,4.00E+00,6.00E+00,4.00E+00,34,2.30E+01,33,2.90E+01,1,1.00E+00,5.10E+00,6.00E-01,0.00E+00,0.00E+00,1.60E+01,1.80E+01,1,7.00E-01,11,0.46,0.43,0.11,0.047080002,0.077782778,0.068672366,0.068672366,0.234399119,0.202225649,0.202225649,1.539051532,0.289087223,1.945750824,119.408448,80.32931956,"[-79.66250040135, 41.86249960860311]",4639
103140,WD40004639,2,30,"""GL""","""GL/D""","""V""",1,"""D1""",0,20,5,5.00E+00,36,2.50E+01,42,1.80E+01,22,1.70E+01,"""M""",1.07E+00,3.30E-01,22,6.00E+00,49.8499985,4.03E+01,5.42E+00,3.89E+00,1.30E+01,4.00E+00,30,1.90E+01,46,3.00E+01,2.50E+01,1.70E+01,2.20E+01,1.80E+01,71,2.70E+01,0,0.00E+00,1,1.00E+00,6.10E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,7.00E-01,22,0.42,0.36,0.22,0.049849999,0.135131859,0.134050319,0.134050319,0.287698317,0.271293469,0.271293469,1.539051532,-0.205669659,0.622773811,101.656896,68.3873664,"[-79.66250040135, 41.86249960860311]",4639
9538,WD40004640,3,20,"""AC""","""AC/D""","""W""",5,"""D1""",0,20,11,9.00E+00,25,1.50E+01,51,1.30E+01,24,9.00E+00,"""M""",1.41E+00,1.60E-01,17,4.00E+00,24.5200005,1.54E+01,2.94E+00,2.10E+00,1.20E+01,4.00E+00,10,4.00E+00,18,7.00E+00,8.00E+00,4.00E+00,5.00E+00,4.00E+00,40,3.20E+01,23,2.50E+01,1,1.00E+00,4.90E+00,7.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,24,0.51,0.25,0.24,0.024520001,0.146061268,0.146509845,0.146509845,0.31031761,0.3028079,0.3028079,1.539051532,-0.301930865,0.498963911,77.675232,52.25424698,"[-80.43750039825, 39.68749961730311]",4640
53141,WD40004640,1,50,"""CMd""","""CMd/D""","""W""",5,"""D1""",0,20,14,1.00E+01,43,1.80E+01,46,1.60E+01,11,7.00E+00,"""M""",1.18E+00,1.80E-01,20,6.00E+00,47.0800018,3.53E+01,3.07E+00,1.89E+00,1.60E+01,4.00E+00,18,8.00E+00,54,3.00E+01,9.00E+00,4.00E+00,6.00E+00,4.00E+00,34,2.30E+01,33,2.90E+01,1,1.00E+00,5.10E+00,6.00E-01,0.00E+00,0.00E+00,1.60E+01,1.80E+01,1,7.00E-01,11,0.46,0.43,0.11,0.047080002,0.077782778,0.068672366,0.068672366,0.234399119,0.202225649,0.202225649,1.539051532,0.289087223,1.945750824,119.408448,80.32931956,"[-80.43750039825, 39.68749961730311]",4640
103139,WD40004640,4,10,"""GL""","""GL/D""","""V""",1,"""D1""",0,20,5,5.00E+00,36,2.50E+01,42,1.80E+01,22,1.70E+01,"""M""",1.07E+00,3.30E-01,22,6.00E+00,49.8499985,4.03E+01,5.42E+00,3.89E+00,1.30E+01,4.00E+00,30,1.90E+01,46,3.00E+01,2.50E+01,1.70E+01,2.20E+01,1.80E+01,71,2.70E+01,0,0.00E+00,1,1.00E+00,6.10E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,7.00E-01,22,0.42,0.36,0.22,0.049849999,0.135131859,0.134050319,0.134050319,0.287698317,0.271293469,0.271293469,1.539051532,-0.205669659,0.622773811,101.656896,68.3873664,"[-80.43750039825, 39.68749961730311]",4640
181736,WD40004640,2,20,"""LV""","""LV/D""","""W""",5,"""D1""",0,20,6,6.00E+00,31,2.20E+01,50,1.90E+01,19,1.00E+01,"""M""",1.47E+00,1.60E-01,18,5.00E+00,15.7200003,7.82E+00,1.65E+00,8.00E-01,1.10E+01,3.00E+00,16,6.00E+00,49,1.80E+01,1.40E+01,6.00E+00,1.30E+01,7.00E+00,81,2.00E+01,0,0.00E+00,1,1.00E+00,6.10E+00,7.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,6.00E-01,19,0.5,0.31,0.19,0.01572,0.120175058,0.116999566,0.116999566,0.284984316,0.267600387,0.267600387,1.539051532,-0.078040947,0.835524238,91.756992,61.72743098,"[-80.43750039825, 39.68749961730311]",4640
53145,WD40004641,1,90,"""CMd""","""CMd/D""","""W""",5,"""D1""",0,20,14,1.00E+01,43,1.80E+01,46,1.60E+01,11,7.00E+00,"""M""",1.18E+00,1.80E-01,20,6.00E+00,47.0800018,3.53E+01,3.07E+00,1.89E+00,1.60E+01,4.00E+00,18,8.00E+00,54,3.00E+01,9.00E+00,4.00E+00,6.00E+00,4.00E+00,34,2.30E+01,33,2.90E+01,1,1.00E+00,5.10E+00,6.00E-01,0.00E+00,0.00E+00,1.60E+01,1.80E+01,1,7.00E-01,11,0.46,0.43,0.11,0.047080002,0.077782778,0.068672366,0.068672366,0.234399119,0.202225649,0.202225649,1.539051532,0.289087223,1.945750824,119.408448,80.32931956,"[-74.44583375555, 41.37916627720311]",4641
103138,WD40004641,2,10,"""GL""","""GL/D""","""V""",1,"""D1""",0,20,5,5.00E+00,36,2.50E+01,42,1.80E+01,22,1.70E+01,"""M""",1.07E+00,3.30E-01,22,6.00E+00,49.8499985,4.03E+01,5.42E+00,3.89E+00,1.30E+01,4.00E+00,30,1.90E+01,46,3.00E+01,2.50E+01,1.70E+01,2.20E+01,1.80E+01,71,2.70E+01,0,0.00E+00,1,1.00E+00,6.10E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,7.00E-01,22,0.42,0.36,0.22,0.049849999,0.135131859,0.134050319,0.134050319,0.287698317,0.271293469,0.271293469,1.539051532,-0.205669659,0.622773811,101.656896,68.3873664,"[-74.44583375555, 41.37916627720311]",4641
53148,WD40004642,1,90,"""CMd""","""CMd/D""","""W""",5,"""D1""",0,20,14,1.00E+01,43,1.80E+01,46,1.60E+01,11,7.00E+00,"""M""",1.18E+00,1.80E-01,20,6.00E+00,47.0800018,3.53E+01,3.07E+00,1.89E+00,1.60E+01,4.00E+00,18,8.00E+00,54,3.00E+01,9.00E+00,4.00E+00,6.00E+00,4.00E+00,34,2.30E+01,33,2.90E+01,1,1.00E+00,5.10E+00,6.00E-01,0.00E+00,0.00E+00,1.60E+01,1.80E+01,1,7.00E-01,11,0.46,0.43,0.11,0.047080002,0.077782778,0.068672366,0.068672366,0.234399119,0.202225649,0.202225649,1.539051532,0.289087223,1.945750824,119.408448,80.32931956,"[-73.3083337601, 40.83749961270311]",4642
241496,WD40004642,2,10,"""PZ""","""PZ/D""","""S""",6,"""D1""",0,20,13,1.00E+01,56,2.10E+01,38,1.90E+01,6,4.00E+00,"""M""",1.06E+00,2.60E-01,23,6.00E+00,81.2900009,6.03E+01,4.36E+00,2.94E+00,1.80E+01,6.00E+00,25,1.50E+01,74,4.30E+01,1.00E+01,5.00E+00,7.00E+00,5.00E+00,26,1.90E+01,32,2.70E+01,1,0.00E+00,4.60E+00,5.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,6.00E-01,6,0.38,0.56,0.06,0.081290001,0.049716746,0.03667709,0.03667709,0.186362835,0.146223144,0.146223144,1.539051532,0.533227417,3.413716232,148.425408,99.84981993,"[-73.3083337601, 40.83749961270311]",4642
53149,WD40004643,1,100,"""CMd""","""CMd/D""","""W""",5,"""D1""",0,20,14,1.00E+01,43,1.80E+01,46,1.60E+01,11,7.00E+00,"""M""",1.18E+00,1.80E-01,20,6.00E+00,47.0800018,3.53E+01,3.07E+00,1.89E+00,1.60E+01,4.00E+00,18,8.00E+00,54,3.00E+01,9.00E+00,4.00E+00,6.00E+00,4.00E+00,34,2.30E+01,33,2.90E+01,1,1.00E+00,5.10E+00,6.00E-01,0.00E+00,0.00E+00,1.60E+01,1.80E+01,1,7.00E-01,11,0.46,0.43,0.11,0.047080002,0.077782778,0.068672366,0.068672366,0.234399119,0.202225649,0.202225649,1.539051532,0.289087223,1.945750824,119.408448,80.32931956,"[-75.37916708515, 46.15416625810311]",4643
53129,WD40004644,1,100,"""CMd""","""CMd/D""","""W""",5,"""D1""",0,20,14,1.00E+01,43,1.80E+01,46,1.60E+01,11,7.00E+00,"""M""",1.18E+00,1.80E-01,20,6.00E+00,47.0800018,3.53E+01,3.07E+00,1.89E+00,1.60E+01,4.00E+00,18,8.00E+00,54,3.00E+01,9.00E+00,4.00E+00,6.00E+00,4.00E+00,34,2.30E+01,33,2.90E+01,1,1.00E+00,5.10E+00,6.00E-01,0.00E+00,0.00E+00,1.60E+01,1.80E+01,1,7.00E-01,11,0.46,0.43,0.11,0.047080002,0.077782778,0.068672366,0.068672366,0.234399119,0.202225649,0.202225649,1.539051532,0.289087223,1.945750824,119.408448,80.32931956,"[-78.27083374025, 41.345832944003114]",4644
53132,WD40004645,1,100,"""CMd""","""CMd/D""","""W""",5,"""D1""",0,20,14,1.00E+01,43,1.80E+01,46,1.60E+01,11,7.00E+00,"""M""",1.18E+00,1.80E-01,20,6.00E+00,47.0800018,3.53E+01,3.07E+00,1.89E+00,1.60E+01,4.00E+00,18,8.00E+00,54,3.00E+01,9.00E+00,4.00E+00,6.00E+00,4.00E+00,34,2.30E+01,33,2.90E+01,1,1.00E+00,5.10E+00,6.00E-01,0.00E+00,0.00E+00,1.60E+01,1.80E+01,1,7.00E-01,11,0.46,0.43,0.11,0.047080002,0.077782778,0.068672366,0.068672366,0.234399119,0.202225649,0.202225649,1.539051532,0.289087223,1.945750824,119.408448,80.32931956,"[-74.79583375415, 41.87916627520311]",4645
4505,WD30004646,3,20,"""ACh""","""ACh/C""","""M""",4,"""D1""",0,20,8,8.00E+00,53,2.30E+01,28,1.60E+01,19,1.40E+01,"""M""",1.07E+00,4.40E-01,13,5.00E+00,13.2799997,6.38E+00,1.13E+00,4.50E-01,1.50E+01,5.00E+00,6,4.00E+00,12,6.00E+00,4.00E+00,2.00E+00,3.00E+00,3.00E+00,50,2.70E+01,11,9.00E+00,1,1.00E+00,5.20E+00,5.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,19,0.28,0.53,0.19,0.01328,0.11773967,0.114223224,0.114223224,0.248656584,0.219987036,0.219987036,1.539051532,-0.052552279,0.88602856,138.696192,93.30471098,"[-82.82083372205, 37.47083295950311]",4646
51202,WD30004646,1,60,"""CMd""","""CMd/C""","""W""",5,"""D1""",0,20,17,1.50E+01,44,2.10E+01,36,1.60E+01,20,1.20E+01,"""M""",1.25E+00,2.30E-01,18,6.00E+00,26.4400005,1.92E+01,2.32E+00,1.54E+00,1.30E+01,4.00E+00,18,1.00E+01,31,1.80E+01,9.00E+00,5.00E+00,6.00E+00,5.00E+00,37,2.40E+01,27,2.30E+01,1,0.00E+00,5.20E+00,6.00E-01,0.00E+00,0.00E+00,1.60E+01,1.80E+01,1,5.00E-01,20,0.36,0.44,0.2,0.026440001,0.123972064,0.121328153,0.121328153,0.267553866,0.244332366,0.244332366,1.539051532,-0.108023638,0.779787666,119.23776,80.21449309,"[-82.82083372205, 37.47083295950311]",4646
172104,WD30004646,2,20,"""LPq""","""LPq/C""","""E""",7,"""D1""",0,20,22,1.30E+01,51,2.20E+01,29,1.50E+01,20,1.30E+01,"""M""",1.37E+00,2.20E-01,19,5.00E+00,31.6299992,3.39E+01,1.50E+00,1.40E+00,1.20E+01,4.00E+00,16,1.00E+01,35,2.00E+01,2.00E+01,1.20E+01,1.00E+01,9.00E+00,64,4.00E+01,0,0.00E+00,3,2.00E+00,6.70E+00,1.30E+00,0.00E+00,0.00E+00,3.00E+00,6.00E+00,1,1.00E+00,20,0.29,0.51,0.2,0.031629999,0.123284198,0.120543986,0.120543986,0.256367916,0.229810859,0.229810859,2.968652804,-0.118392711,0.761390212,134.17296,90.26180945,"[-82.82083372205, 37.47083295950311]",4646
63070,WD40004648,1,100,"""CMe""","""CMe/D""","""W""",5,"""D1""",0,20,15,1.20E+01,40,2.00E+01,46,1.70E+01,14,1.10E+01,"""M""",1.24E+00,2.50E-01,16,5.00E+00,25.7299995,1.53E+01,1.91E+00,1.10E+00,1.40E+01,5.00E+00,18,7.00E+00,74,4.00E+01,1.50E+01,8.00E+00,1.40E+01,8.00E+00,75,2.10E+01,0,0.00E+00,1,1.00E+00,6.20E+00,8.00E-01,0.00E+00,0.00E+00,1.60E+01,1.80E+01,2,6.00E-01,14,0.46,0.4,0.14,0.02573,0.093547011,0.086643593,0.086643593,0.251459523,0.223540178,0.223540178,1.539051532,0.152865326,1.421887794,112.239552,75.50660771,"[-77.02916707855, 44.54583293120311]",4648
63071,WD40004649,1,100,"""CMe""","""CMe/D""","""W""",5,"""D1""",0,20,15,1.20E+01,40,2.00E+01,46,1.70E+01,14,1.10E+01,"""M""",1.24E+00,2.50E-01,16,5.00E+00,25.7299995,1.53E+01,1.91E+00,1.10E+00,1.40E+01,5.00E+00,18,7.00E+00,74,4.00E+01,1.50E+01,8.00E+00,1.40E+01,8.00E+00,75,2.10E+01,0,0.00E+00,1,1.00E+00,6.20E+00,8.00E-01,0.00E+00,0.00E+00,1.60E+01,1.80E+01,2,6.00E-01,14,0.46,0.4,0.14,0.02573,0.093547011,0.086643593,0.086643593,0.251459523,0.223540178,0.223540178,1.539051532,0.152865326,1.421887794,112.239552,75.50660771,"[-76.77916707954999, 45.13749959550311]",4649
63153,WD40004650,1,100,"""CMe""","""CMe/D""","""W""",5,"""D1""",0,20,15,1.20E+01,40,2.00E+01,46,1.70E+01,14,1.10E+01,"""M""",1.24E+00,2.50E-01,16,5.00E+00,25.7299995,1.53E+01,1.91E+00,1.10E+00,1.40E+01,5.00E+00,18,7.00E+00,74,4.00E+01,1.50E+01,8.00E+00,1.40E+01,8.00E+00,75,2.10E+01,0,0.00E+00,1,1.00E+00,6.20E+00,8.00E-01,0.00E+00,0.00E+00,1.60E+01,1.80E+01,2,6.00E-01,14,0.46,0.4,0.14,0.02573,0.093547011,0.086643593,0.086643593,0.251459523,0.223540178,0.223540178,1.539051532,0.152865326,1.421887794,112.239552,75.50660771,"[-84.82083371405, 38.62083295490311]",4650
