,NEWSUID,SCID,PROP,CLAF,PRID,Drain,DrainNum,Layer,TopDep,BotDep,CFRAG,CFRAG_std,SDTO,SDTO_std,STPC,STPC_std,CLPC,CLPC_std,PSCL,BULK,BULK_std,TAWC,TAWC_std,ORGC,ORGC_std,TOTN,TOTN_std,CNrt,CNrt_std,CECS,CECS_std,CECc,CECc_std,ECEC,ECEC_std,TEB,TEB_std,BSAT,BSAT_std,ALSA,ALSA_std,ESP,ESP_std,PHAQ,PHAQ_std,TCEQ,TCEQ_std,GYPS,GYPS_std,ELCO,ELCO_std,clay,STPCw,SDTOw,clayw,ORGCw,theta1500t,theta1500,SMW,theta33t,theta33,SMFCF,SAR,log10-k,K0,SOPE,KSUB,center,code_soil
187389,WD40004894,3,20,"""LVg""","""LVg/D""","""I""",3,"""D1""",0,20,4,4.00E+00,23,2.10E+01,55,2.00E+01,22,1.10E+01,"""M""",1.51E+00,1.30E-01,18,5.00E+00,16.8899994,7.83E+00,1.75E+00,8.90E-01,1.00E+01,2.00E+00,17,6.00E+00,49,1.30E+01,1.60E+01,6.00E+00,1.50E+01,6.00E+00,84,1.80E+01,0,0.00E+00,1,1.00E+00,6.20E+00,7.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,6.00E-01,22,0.55,0.23,0.22,0.016889999,0.136133258,0.135191914,0.135191914,0.307149972,0.29831552,0.29831552,1.539051532,-0.216948949,0.606807655,73.920096,49.72806458,"[-83.87083371785, 39.00416628670311]",4894
194618,WD40004894,1,50,"""LVh""","""LVh/D""","""W""",5,"""D1""",0,20,7,7.00E+00,31,2.30E+01,50,1.90E+01,19,1.00E+01,"""M""",1.48E+00,1.60E-01,17,4.00E+00,15.9899998,8.46E+00,1.69E+00,8.30E-01,1.10E+01,3.00E+00,15,6.00E+00,47,1.80E+01,1.30E+01,6.00E+00,1.30E+01,6.00E+00,80,2.10E+01,0,0.00E+00,1,1.00E+00,6.00E+00,7.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,1.00E+00,19,0.5,0.31,0.19,0.01599,0.120176429,0.117001129,0.117001129,0.284986403,0.267603219,0.267603219,1.539051532,-0.078052799,0.835501437,91.756992,61.72743098,"[-83.87083371785, 39.00416628670311]",4894
229088,WD40004894,2,20,"""PHh""","""PHh/D""","""W""",5,"""D1""",0,20,5,5.00E+00,28,2.50E+01,46,1.90E+01,26,1.10E+01,"""M""",1.48E+00,1.50E-01,15,2.00E+00,20.6000004,7.25E+00,1.94E+00,6.40E-01,1.10E+01,1.00E+00,22,7.00E+00,59,1.40E+01,2.20E+01,7.00E+00,2.20E+01,8.00E+00,91,8.00E+00,0,0.00E+00,1,0.00E+00,6.20E+00,7.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,3.00E-01,26,0.46,0.28,0.26,0.0206,0.155933212,0.157763862,0.157763862,0.312442196,0.305835436,0.305835436,1.539051532,-0.386226311,0.410935527,83.563968,56.21576029,"[-83.87083371785, 39.00416628670311]",4894
194617,WD40004896,1,70,"""LVh""","""LVh/D""","""W""",5,"""D1""",0,20,7,7.00E+00,31,2.30E+01,50,1.90E+01,19,1.00E+01,"""M""",1.48E+00,1.60E-01,17,4.00E+00,15.9899998,8.46E+00,1.69E+00,8.30E-01,1.10E+01,3.00E+00,15,6.00E+00,47,1.80E+01,1.30E+01,6.00E+00,1.30E+01,6.00E+00,80,2.10E+01,0,0.00E+00,1,1.00E+00,6.00E+00,7.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,1.00E+00,19,0.5,0.31,0.19,0.01599,0.120176429,0.117001129,0.117001129,0.284986403,0.267603219,0.267603219,1.539051532,-0.078052799,0.835501437,91.756992,61.72743098,"[-84.47916704875, 40.40416628110311]",4896
226199,WD40004896,2,30,"""PHg""","""PHg/D""","""M""",4,"""D1""",0,20,2,1.00E+00,34,2.00E+01,38,1.70E+01,28,1.40E+01,"""M""",1.32E+00,1.90E-01,16,5.00E+00,22.4400005,1.14E+01,2.15E+00,1.07E+00,1.10E+01,2.00E+00,27,1.30E+01,78,4.00E+01,2.80E+01,1.20E+01,2.50E+01,1.40E+01,87,1.40E+01,0,0.00E+00,3,3.00E+00,7.10E+00,1.10E+00,2.10E+01,2.10E+01,1.00E+00,0.00E+00,0,3.00E-01,28,0.38,0.34,0.28,0.022440001,0.165764706,0.168971765,0.168971765,0.311413371,0.304367914,0.304367914,2.968652804,-0.487293276,0.32561674,95.853504,64.48326633,"[-84.47916704875, 40.40416628110311]",4896
119242,WD40004897,3,20,"""GLm""","""GLm/D""","""P""",2,"""D1""",0,20,1,1.00E+00,31,2.20E+01,41,1.40E+01,28,1.70E+01,"""M""",1.11E+00,3.70E-01,19,5.00E+00,65.6900024,5.53E+01,4.60E+00,2.65E+00,1.10E+01,3.00E+00,35,1.90E+01,51,2.90E+01,3.30E+01,2.00E+01,3.40E+01,2.20E+01,87,1.60E+01,0,0.00E+00,2,1.00E+00,6.70E+00,8.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,7.00E-01,28,0.41,0.31,0.28,0.065690002,0.166079248,0.169330343,0.169330343,0.315371757,0.31002906,0.31002906,2.246558284,-0.48166332,0.329865336,89.452704,60.1772736,"[-83.68750038525, 41.68749960930311]",4897
126543,WD40004897,4,10,"""HS""","""HS/D""","""V""",1,"""D1""",0,20,16,1.10E+01,36,3.20E+01,41,2.40E+01,23,1.70E+01,"""M""",1.90E-01,1.20E-01,43,1.40E+01,466.51001,5.18E+01,1.99E+01,9.07E+00,2.10E+01,9.00E+00,101,3.50E+01,57,3.90E+01,6.40E+01,4.90E+01,6.30E+01,5.10E+01,58,3.40E+01,3,3.00E+00,1,1.00E+00,5.10E+00,9.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,1.40E+00,23,0.41,0.36,0.23,0.46651001,0.142244313,0.142158517,0.142158517,0.294157845,0.280159309,0.280159309,1.539051532,-0.266927798,0.540844232,101.400864,68.21512669,"[-83.68750038525, 41.68749960930311]",4897
194615,WD40004897,1,50,"""LVh""","""LVh/D""","""W""",5,"""D1""",0,20,7,7.00E+00,31,2.30E+01,50,1.90E+01,19,1.00E+01,"""M""",1.48E+00,1.60E-01,17,4.00E+00,15.9899998,8.46E+00,1.69E+00,8.30E-01,1.10E+01,3.00E+00,15,6.00E+00,47,1.80E+01,1.30E+01,6.00E+00,1.30E+01,6.00E+00,80,2.10E+01,0,0.00E+00,1,1.00E+00,6.00E+00,7.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,1.00E+00,19,0.5,0.31,0.19,0.01599,0.120176429,0.117001129,0.117001129,0.284986403,0.267603219,0.267603219,1.539051532,-0.078052799,0.835501437,91.756992,61.72743098,"[-83.68750038525, 41.68749960930311]",4897
270237,WD40004897,2,20,"""RGe""","""RGe/D""","""S""",6,"""D1""",0,20,19,1.40E+01,50,2.50E+01,33,1.60E+01,17,1.20E+01,"""M""",1.51E+00,1.90E-01,15,6.00E+00,13.8699999,9.54E+00,1.37E+00,8.90E-01,1.30E+01,3.00E+00,15,7.00E+00,65,2.50E+01,2.40E+01,1.40E+01,2.10E+01,1.40E+01,95,9.00E+00,0,0.00E+00,2,1.00E+00,7.00E+00,9.00E-01,1.70E+01,1.20E+01,2.90E+01,3.40E+01,1,7.00E-01,17,0.33,0.5,0.17,0.01387,0.107657242,0.102729256,0.102729256,0.245200517,0.215633709,0.215633709,2.246558284,0.024788915,1.05873901,132.807456,89.34319767,"[-83.68750038525, 41.68749960930311]",4897
4621,WD30004898,2,30,"""ACh""","""ACh/C""","""M""",4,"""D1""",0,20,8,8.00E+00,53,2.30E+01,28,1.60E+01,19,1.40E+01,"""M""",1.07E+00,4.40E-01,13,5.00E+00,13.2799997,6.38E+00,1.13E+00,4.50E-01,1.50E+01,5.00E+00,6,4.00E+00,12,6.00E+00,4.00E+00,2.00E+00,3.00E+00,3.00E+00,50,2.70E+01,11,9.00E+00,1,1.00E+00,5.20E+00,5.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,19,0.28,0.53,0.19,0.01328,0.11773967,0.114223224,0.114223224,0.248656584,0.219987036,0.219987036,1.539051532,-0.052552279,0.88602856,138.696192,93.30471098,"[-88.69583369855, 35.80416629950311]",4898
190804,WD30004898,1,70,"""LVh""","""LVh/C""","""W""",5,"""D1""",0,20,11,1.00E+01,41,2.50E+01,42,2.10E+01,17,1.00E+01,"""M""",1.50E+00,1.60E-01,16,5.00E+00,15.1000004,9.18E+00,1.33E+00,8.00E-01,1.20E+01,4.00E+00,13,7.00E+00,45,1.70E+01,1.00E+01,6.00E+00,9.00E+00,6.00E+00,75,2.00E+01,12,1.20E+01,1,1.00E+00,5.90E+00,7.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,1.00E+00,17,0.42,0.41,0.17,0.0151,0.108777784,0.104006674,0.104006674,0.260878337,0.23562762,0.23562762,1.539051532,0.022061174,1.052110062,113.605056,76.42521949,"[-88.69583369855, 35.80416629950311]",4898
119239,WD40004899,2,30,"""GLm""","""GLm/D""","""P""",2,"""D1""",0,20,1,1.00E+00,31,2.20E+01,41,1.40E+01,28,1.70E+01,"""M""",1.11E+00,3.70E-01,19,5.00E+00,65.6900024,5.53E+01,4.60E+00,2.65E+00,1.10E+01,3.00E+00,35,1.90E+01,51,2.90E+01,3.30E+01,2.00E+01,3.40E+01,2.20E+01,87,1.60E+01,0,0.00E+00,2,1.00E+00,6.70E+00,8.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,7.00E-01,28,0.41,0.31,0.28,0.065690002,0.166079248,0.169330343,0.169330343,0.315371757,0.31002906,0.31002906,2.246558284,-0.48166332,0.329865336,89.452704,60.1772736,"[-88.07916703435, 44.24583293240311]",4899
187386,WD40004899,3,10,"""LVg""","""LVg/D""","""I""",3,"""D1""",0,20,4,4.00E+00,23,2.10E+01,55,2.00E+01,22,1.10E+01,"""M""",1.51E+00,1.30E-01,18,5.00E+00,16.8899994,7.83E+00,1.75E+00,8.90E-01,1.00E+01,2.00E+00,17,6.00E+00,49,1.30E+01,1.60E+01,6.00E+00,1.50E+01,6.00E+00,84,1.80E+01,0,0.00E+00,1,1.00E+00,6.20E+00,7.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,6.00E-01,22,0.55,0.23,0.22,0.016889999,0.136133258,0.135191914,0.135191914,0.307149972,0.29831552,0.29831552,1.539051532,-0.216948949,0.606807655,73.920096,49.72806458,"[-88.07916703435, 44.24583293240311]",4899
194623,WD40004899,1,60,"""LVh""","""LVh/D""","""W""",5,"""D1""",0,20,7,7.00E+00,31,2.30E+01,50,1.90E+01,19,1.00E+01,"""M""",1.48E+00,1.60E-01,17,4.00E+00,15.9899998,8.46E+00,1.69E+00,8.30E-01,1.10E+01,3.00E+00,15,6.00E+00,47,1.80E+01,1.30E+01,6.00E+00,1.30E+01,6.00E+00,80,2.10E+01,0,0.00E+00,1,1.00E+00,6.00E+00,7.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,1.00E+00,19,0.5,0.31,0.19,0.01599,0.120176429,0.117001129,0.117001129,0.284986403,0.267603219,0.267603219,1.539051532,-0.078052799,0.835501437,91.756992,61.72743098,"[-88.07916703435, 44.24583293240311]",4899
119264,WD40004900,3,20,"""GLm""","""GLm/D""","""P""",2,"""D1""",0,20,1,1.00E+00,31,2.20E+01,41,1.40E+01,28,1.70E+01,"""M""",1.11E+00,3.70E-01,19,5.00E+00,65.6900024,5.53E+01,4.60E+00,2.65E+00,1.10E+01,3.00E+00,35,1.90E+01,51,2.90E+01,3.30E+01,2.00E+01,3.40E+01,2.20E+01,87,1.60E+01,0,0.00E+00,2,1.00E+00,6.70E+00,8.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,7.00E-01,28,0.41,0.31,0.28,0.065690002,0.166079248,0.169330343,0.169330343,0.315371757,0.31002906,0.31002906,2.246558284,-0.48166332,0.329865336,89.452704,60.1772736,"[-90.27083369225, 45.037499595903114]",4900
187388,WD40004900,5,10,"""LVg""","""LVg/D""","""I""",3,"""D1""",0,20,4,4.00E+00,23,2.10E+01,55,2.00E+01,22,1.10E+01,"""M""",1.51E+00,1.30E-01,18,5.00E+00,16.8899994,7.83E+00,1.75E+00,8.90E-01,1.00E+01,2.00E+00,17,6.00E+00,49,1.30E+01,1.60E+01,6.00E+00,1.50E+01,6.00E+00,84,1.80E+01,0,0.00E+00,1,1.00E+00,6.20E+00,7.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,6.00E-01,22,0.55,0.23,0.22,0.016889999,0.136133258,0.135191914,0.135191914,0.307149972,0.29831552,0.29831552,1.539051532,-0.216948949,0.606807655,73.920096,49.72806458,"[-90.27083369225, 45.037499595903114]",4900
194613,WD40004900,1,40,"""LVh""","""LVh/D""","""W""",5,"""D1""",0,20,7,7.00E+00,31,2.30E+01,50,1.90E+01,19,1.00E+01,"""M""",1.48E+00,1.60E-01,17,4.00E+00,15.9899998,8.46E+00,1.69E+00,8.30E-01,1.10E+01,3.00E+00,15,6.00E+00,47,1.80E+01,1.30E+01,6.00E+00,1.30E+01,6.00E+00,80,2.10E+01,0,0.00E+00,1,1.00E+00,6.00E+00,7.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,1.00E+00,19,0.5,0.31,0.19,0.01599,0.120176429,0.117001129,0.117001129,0.284986403,0.267603219,0.267603219,1.539051532,-0.078052799,0.835501437,91.756992,61.72743098,"[-90.27083369225, 45.037499595903114]",4900
220731,WD40004900,2,20,"""PDe""","""PDe/D""","""M""",4,"""D1""",0,20,2,2.00E+00,43,2.60E+01,45,2.10E+01,12,1.20E+01,"""M""",1.41E+00,1.60E-01,20,6.00E+00,15.6099997,7.51E+00,1.49E+00,8.40E-01,1.20E+01,2.00E+00,12,6.00E+00,47,2.00E+01,1.30E+01,5.00E+00,1.10E+01,6.00E+00,77,2.10E+01,6,4.00E+00,1,1.00E+00,5.70E+00,7.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,12,0.45,0.43,0.12,0.01561,0.08273167,0.074314104,0.074314104,0.237954607,0.206606117,0.206606117,1.539051532,0.246524855,1.764106723,119.152416,80.15707985,"[-90.27083369225, 45.037499595903114]",4900
237873,WD40004900,4,10,"""PLm""","""PLm/D""","""I""",3,"""D1""",0,20,4,2.00E+00,25,1.70E+01,49,1.40E+01,26,9.00E+00,"""M""",1.33E+00,1.50E-01,18,5.00E+00,20.5300007,5.96E+00,1.84E+00,5.30E-01,1.10E+01,2.00E+00,19,7.00E+00,43,1.80E+01,1.40E+01,6.00E+00,1.60E+01,8.00E+00,79,1.10E+01,11,1.00E+01,2,1.00E+00,5.90E+00,4.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,26,0.49,0.25,0.26,0.020530001,0.156119451,0.157976174,0.157976174,0.316442504,0.311567314,0.311567314,2.246558284,-0.397214724,0.40066857,77.163168,51.90976756,"[-90.27083369225, 45.037499595903114]",4900
80351,WD40004901,3,10,"""FL""","""FL/D""","""M""",4,"""D1""",0,20,4,3.00E+00,39,2.40E+01,43,1.80E+01,18,1.30E+01,"""M""",1.37E+00,1.70E-01,15,5.00E+00,14.5600004,8.90E+00,1.40E+00,8.10E-01,1.00E+01,2.00E+00,15,8.00E+00,59,2.40E+01,2.00E+01,1.40E+01,1.80E+01,1.30E+01,84,1.90E+01,0,0.00E+00,2,1.00E+00,7.00E+00,1.10E+00,1.15E+02,1.33E+02,6.00E+00,7.00E+00,2,1.70E+00,18,0.43,0.39,0.18,0.01456,0.114155282,0.110137021,0.110137021,0.268063869,0.245002101,0.245002101,2.246558284,-0.033381942,0.926015077,109.081824,73.38231796,"[-91.07916702235, 43.64583293480311]",4901
177583,WD40004901,2,30,"""LPq""","""LPq/D""","""E""",7,"""D1""",0,20,20,7.00E+00,53,3.10E+01,31,1.90E+01,16,1.30E+01,"""M""",1.37E+00,2.20E-01,17,5.00E+00,27.1399994,2.15E+01,1.50E+00,1.40E+00,1.20E+01,4.00E+00,17,9.00E+00,35,2.00E+01,2.70E+01,1.20E+01,1.00E+01,9.00E+00,64,4.00E+01,0,0.00E+00,3,2.00E+00,6.70E+00,1.30E+00,0.00E+00,0.00E+00,3.00E+00,6.00E+00,1,1.00E+00,16,0.31,0.53,0.16,0.027139999,0.10214471,0.096444969,0.096444969,0.2357672,0.203907327,0.203907327,2.968652804,0.063873839,1.158440784,139.464288,93.82143011,"[-91.07916702235, 43.64583293480311]",4901
194611,WD40004901,1,60,"""LVh""","""LVh/D""","""W""",5,"""D1""",0,20,7,7.00E+00,31,2.30E+01,50,1.90E+01,19,1.00E+01,"""M""",1.48E+00,1.60E-01,17,4.00E+00,15.9899998,8.46E+00,1.69E+00,8.30E-01,1.10E+01,3.00E+00,15,6.00E+00,47,1.80E+01,1.30E+01,6.00E+00,1.30E+01,6.00E+00,80,2.10E+01,0,0.00E+00,1,1.00E+00,6.00E+00,7.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,1.00E+00,19,0.5,0.31,0.19,0.01599,0.120176429,0.117001129,0.117001129,0.284986403,0.267603219,0.267603219,1.539051532,-0.078052799,0.835501437,91.756992,61.72743098,"[-91.07916702235, 43.64583293480311]",4901
80353,WD40004902,3,10,"""FL""","""FL/D""","""M""",4,"""D1""",0,20,4,3.00E+00,39,2.40E+01,43,1.80E+01,18,1.30E+01,"""M""",1.37E+00,1.70E-01,15,5.00E+00,14.5600004,8.90E+00,1.40E+00,8.10E-01,1.00E+01,2.00E+00,15,8.00E+00,59,2.40E+01,2.00E+01,1.40E+01,1.80E+01,1.30E+01,84,1.90E+01,0,0.00E+00,2,1.00E+00,7.00E+00,1.10E+00,1.15E+02,1.33E+02,6.00E+00,7.00E+00,2,1.70E+00,18,0.43,0.39,0.18,0.01456,0.114155282,0.110137021,0.110137021,0.268063869,0.245002101,0.245002101,2.246558284,-0.033381942,0.926015077,109.081824,73.38231796,"[-87.48750037005, 38.50416628870311]",4902
177592,WD40004902,2,30,"""LPq""","""LPq/D""","""E""",7,"""D1""",0,20,20,7.00E+00,53,3.10E+01,31,1.90E+01,16,1.30E+01,"""M""",1.37E+00,2.20E-01,17,5.00E+00,27.1399994,2.15E+01,1.50E+00,1.40E+00,1.20E+01,4.00E+00,17,9.00E+00,35,2.00E+01,2.70E+01,1.20E+01,1.00E+01,9.00E+00,64,4.00E+01,0,0.00E+00,3,2.00E+00,6.70E+00,1.30E+00,0.00E+00,0.00E+00,3.00E+00,6.00E+00,1,1.00E+00,16,0.31,0.53,0.16,0.027139999,0.10214471,0.096444969,0.096444969,0.2357672,0.203907327,0.203907327,2.968652804,0.063873839,1.158440784,139.464288,93.82143011,"[-87.48750037005, 38.50416628870311]",4902
194609,WD40004902,1,60,"""LVh""","""LVh/D""","""W""",5,"""D1""",0,20,7,7.00E+00,31,2.30E+01,50,1.90E+01,19,1.00E+01,"""M""",1.48E+00,1.60E-01,17,4.00E+00,15.9899998,8.46E+00,1.69E+00,8.30E-01,1.10E+01,3.00E+00,15,6.00E+00,47,1.80E+01,1.30E+01,6.00E+00,1.30E+01,6.00E+00,80,2.10E+01,0,0.00E+00,1,1.00E+00,6.00E+00,7.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,1.00E+00,19,0.5,0.31,0.19,0.01599,0.120176429,0.117001129,0.117001129,0.284986403,0.267603219,0.267603219,1.539051532,-0.078052799,0.835501437,91.756992,61.72743098,"[-87.48750037005, 38.50416628870311]",4902
103159,WD40004903,4,10,"""GL""","""GL/D""","""V""",1,"""D1""",0,20,5,5.00E+00,36,2.50E+01,42,1.80E+01,22,1.70E+01,"""M""",1.07E+00,3.30E-01,22,6.00E+00,49.8499985,4.03E+01,5.42E+00,3.89E+00,1.30E+01,4.00E+00,30,1.90E+01,46,3.00E+01,2.50E+01,1.70E+01,2.20E+01,1.80E+01,71,2.70E+01,0,0.00E+00,1,1.00E+00,6.10E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,7.00E-01,22,0.42,0.36,0.22,0.049849999,0.135131859,0.134050319,0.134050319,0.287698317,0.271293469,0.271293469,1.539051532,-0.205669659,0.622773811,101.656896,68.3873664,"[-85.49583371135, 42.07083294110311]",4903
187424,WD40004903,3,10,"""LVg""","""LVg/D""","""I""",3,"""D1""",0,20,4,4.00E+00,23,2.10E+01,55,2.00E+01,22,1.10E+01,"""M""",1.51E+00,1.30E-01,18,5.00E+00,16.8899994,7.83E+00,1.75E+00,8.90E-01,1.00E+01,2.00E+00,17,6.00E+00,49,1.30E+01,1.60E+01,6.00E+00,1.50E+01,6.00E+00,84,1.80E+01,0,0.00E+00,1,1.00E+00,6.20E+00,7.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,6.00E-01,22,0.55,0.23,0.22,0.016889999,0.136133258,0.135191914,0.135191914,0.307149972,0.29831552,0.29831552,1.539051532,-0.216948949,0.606807655,73.920096,49.72806458,"[-85.49583371135, 42.07083294110311]",4903
194584,WD40004903,1,50,"""LVh""","""LVh/D""","""W""",5,"""D1""",0,20,7,7.00E+00,31,2.30E+01,50,1.90E+01,19,1.00E+01,"""M""",1.48E+00,1.60E-01,17,4.00E+00,15.9899998,8.46E+00,1.69E+00,8.30E-01,1.10E+01,3.00E+00,15,6.00E+00,47,1.80E+01,1.30E+01,6.00E+00,1.30E+01,6.00E+00,80,2.10E+01,0,0.00E+00,1,1.00E+00,6.00E+00,7.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,1.00E+00,19,0.5,0.31,0.19,0.01599,0.120176429,0.117001129,0.117001129,0.284986403,0.267603219,0.267603219,1.539051532,-0.078052799,0.835501437,91.756992,61.72743098,"[-85.49583371135, 42.07083294110311]",4903
232032,WD40004903,2,30,"""PHl""","""PHl/D""","""W""",5,"""D1""",0,20,2,1.00E+00,16,1.70E+01,57,1.40E+01,27,9.00E+00,"""M""",1.50E+00,1.20E-01,16,3.00E+00,21.4200001,5.95E+00,2.02E+00,5.20E-01,1.10E+01,1.00E+00,22,5.00E+00,51,9.00E+00,2.00E+01,6.00E+00,2.00E+01,6.00E+00,90,9.00E+00,0,0.00E+00,1,0.00E+00,6.20E+00,5.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,3.00E-01,27,0.57,0.16,0.27,0.02142,0.161658072,0.164290202,0.164290202,0.331116431,0.332944557,0.332944557,1.539051532,-0.437917969,0.364822849,57.704736,38.81954967,"[-85.49583371135, 42.07083294110311]",4903
53125,WD40004904,2,30,"""CMd""","""CMd/D""","""W""",5,"""D1""",0,20,14,1.00E+01,43,1.80E+01,46,1.60E+01,11,7.00E+00,"""M""",1.18E+00,1.80E-01,20,6.00E+00,47.0800018,3.53E+01,3.07E+00,1.89E+00,1.60E+01,4.00E+00,18,8.00E+00,54,3.00E+01,9.00E+00,4.00E+00,6.00E+00,4.00E+00,34,2.30E+01,33,2.90E+01,1,1.00E+00,5.10E+00,6.00E-01,0.00E+00,0.00E+00,1.60E+01,1.80E+01,1,7.00E-01,11,0.46,0.43,0.11,0.047080002,0.077782778,0.068672366,0.068672366,0.234399119,0.202225649,0.202225649,1.539051532,0.289087223,1.945750824,119.408448,80.32931956,"[-93.81250034475, 46.11249959160311]",4904
103160,WD40004904,4,10,"""GL""","""GL/D""","""V""",1,"""D1""",0,20,5,5.00E+00,36,2.50E+01,42,1.80E+01,22,1.70E+01,"""M""",1.07E+00,3.30E-01,22,6.00E+00,49.8499985,4.03E+01,5.42E+00,3.89E+00,1.30E+01,4.00E+00,30,1.90E+01,46,3.00E+01,2.50E+01,1.70E+01,2.20E+01,1.80E+01,71,2.70E+01,0,0.00E+00,1,1.00E+00,6.10E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,7.00E-01,22,0.42,0.36,0.22,0.049849999,0.135131859,0.134050319,0.134050319,0.287698317,0.271293469,0.271293469,1.539051532,-0.205669659,0.622773811,101.656896,68.3873664,"[-93.81250034475, 46.11249959160311]",4904
187396,WD40004904,3,10,"""LVg""","""LVg/D""","""I""",3,"""D1""",0,20,4,4.00E+00,23,2.10E+01,55,2.00E+01,22,1.10E+01,"""M""",1.51E+00,1.30E-01,18,5.00E+00,16.8899994,7.83E+00,1.75E+00,8.90E-01,1.00E+01,2.00E+00,17,6.00E+00,49,1.30E+01,1.60E+01,6.00E+00,1.50E+01,6.00E+00,84,1.80E+01,0,0.00E+00,1,1.00E+00,6.20E+00,7.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,6.00E-01,22,0.55,0.23,0.22,0.016889999,0.136133258,0.135191914,0.135191914,0.307149972,0.29831552,0.29831552,1.539051532,-0.216948949,0.606807655,73.920096,49.72806458,"[-93.81250034475, 46.11249959160311]",4904
194593,WD40004904,1,50,"""LVh""","""LVh/D""","""W""",5,"""D1""",0,20,7,7.00E+00,31,2.30E+01,50,1.90E+01,19,1.00E+01,"""M""",1.48E+00,1.60E-01,17,4.00E+00,15.9899998,8.46E+00,1.69E+00,8.30E-01,1.10E+01,3.00E+00,15,6.00E+00,47,1.80E+01,1.30E+01,6.00E+00,1.30E+01,6.00E+00,80,2.10E+01,0,0.00E+00,1,1.00E+00,6.00E+00,7.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,1.00E+00,19,0.5,0.31,0.19,0.01599,0.120176429,0.117001129,0.117001129,0.284986403,0.267603219,0.267603219,1.539051532,-0.078052799,0.835501437,91.756992,61.72743098,"[-93.81250034475, 46.11249959160311]",4904
190806,WD30004905,1,70,"""LVh""","""LVh/C""","""W""",5,"""D1""",0,20,11,1.00E+01,41,2.50E+01,42,2.10E+01,17,1.00E+01,"""M""",1.50E+00,1.60E-01,16,5.00E+00,15.1000004,9.18E+00,1.33E+00,8.00E-01,1.20E+01,4.00E+00,13,7.00E+00,45,1.70E+01,1.00E+01,6.00E+00,9.00E+00,6.00E+00,75,2.00E+01,12,1.20E+01,1,1.00E+00,5.90E+00,7.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,1.00E+00,17,0.42,0.41,0.17,0.0151,0.108777784,0.104006674,0.104006674,0.260878337,0.23562762,0.23562762,1.539051532,0.022061174,1.052110062,113.605056,76.42521949,"[-90.71250035715, 35.22916630180311]",4905
285379,WD30004905,2,30,"""SNg""","""SNg/C""","""I""",3,"""D1""",0,20,2,2.00E+00,30,2.10E+01,51,2.00E+01,19,1.10E+01,"""M""",1.38E+00,1.70E-01,13,3.00E+00,13.6000004,8.52E+00,1.24E+00,7.40E-01,1.00E+01,2.00E+00,15,8.00E+00,47,1.60E+01,1.40E+01,7.00E+00,1.20E+01,7.00E+00,84,1.70E+01,0,0.00E+00,20,1.90E+01,7.30E+00,1.70E+00,2.70E+01,3.90E+01,3.00E+00,6.00E+00,2,2.10E+00,19,0.51,0.3,0.19,0.0136,0.120274408,0.117112825,0.117112825,0.286618312,0.269821586,0.269821586,18.00627119,-0.283294977,0.520840831,89.623392,60.29210007,"[-90.71250035715, 35.22916630180311]",4905
